id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,sourceURLs,websites
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2016-06-19T00:00:00.000Z,,2018-12-22T00:00:00Z,4,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or355-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,"We stayed in a king bed suite here while settling on our home in Colorado Springs. It was nice to have a spacious living area (with sofa bed for our son) and comfortable, quiet bedroom. In addition the couch and chairs in the living area...More",A well-run hotel with lots of extras,Colorado Springs,Colorado,rewardgal,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2017-07-05T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or165-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,"Another great trip at the Drury Inn. Clean and nice rooms and common areas. All of the female staff were very nice and friendly. Indoor pool and hot tub. Kickback is a nice feature. Great snacks/food in the evening: hot dogs, nachos, chicken fingers, salad,...More",Great service and value,Denver,Colorado,almarcusp23,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2015-07-28T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or555-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,"Clean, spacious, and quiet rooms. Very comfortable accommodations. Breakfast was good for a free buffet style breakfast. I will stay here again. I will also recommend this hotel to friends. This is in a good location to take in the sites around the area.",A little pricey but worth it.,Gideon,Missouri,JRHLindsey,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2016-05-07T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or390-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,"The lobby is large and beautifully decorated. The desk staff friendly. The room is well appointed with a great bed and pillows. The bathroom is great really loved the soft towels and the walk into shower with wall dispensers for soap, shampoo and conditioner (no...More",Excels in every way,Schererville,Indiana,Janice R,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2018-09-16T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or10-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,Drury Inn Suites near the AF Academy is a GEM!! The staff is SUPER friendly! So are the rooms!The Breakfast is SUPER great variety - and so is the EVENING FEAST! and INCLUSIVE LIQUIDS!!!Considering the price for Your room includes al of the...More,Friendliest Staff in Colorado Springs,Centennial,Colorado,ludwig71937,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2016-05-15T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or385-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,"Our organization arranged for our out-of-town Board members to stay at Drury Inn Suites for a Board Meeting, which we also held in one of the Drury Conference Rooms. The management and staff of the Drury Inn provided excellent service and accommodations, going above...More",Board Meeting,Colorado Springs,Colorado,KenSparks,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2016-11-15T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or225-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,Our stay was great at the Drury Inn. Stayed on the 7th floor in a king deluxe. The staff were all very nice and courteous. The breakfast was good as well. Also offered free food and drinks from 530pm-7pm. The Hearty Chili was very good.,Great Service,Denver,Colorado,almarcusp23,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2015-08-04T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or545-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,"We stayed at the Drury Inn and Suites Colorado Springs for one night. We specifically chose the Drury Inn chain due to a good experience at the Drury Inn Denver Tech Center last summer. We were not disappointed. The hotel was clean, modern, and an...More",Lovely stay at a Drury Inn again,Fort Collins,Colorado,ProMommie,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2017-03-23T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or205-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,"We were introduced to Drury Hotels by an acquaintance. Now we stay everywhere that has one on our trip route. Colorado Springs is a good example of the best of the best. It is beyond clean the staff are helpful, friendly, and polite. The Manager...More",Wish the was more Drury Hotels,Regina,Saskatchewan,Donna B,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
AVzA_6Z0-gnIPe8DSgb_,2017-06-19T15:36:38Z,2019-05-20T20:12:49Z,1170 Interquest Pkwy,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,Colorado Springs,US,us/co/coloradosprings/1170interquestpkwy/1267687388,38.991085,-104.80846,Drury Inn Suites Colorado Springs Near The Air Force Academy,80921,CO,2018-06-27T00:00:00.000Z,,2018-12-22T00:00:00Z,5,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or50-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,"First, this was the first time I have ever stayed at a Drury Inn, and I am here to say it was absolutely the best choice I made for this trip. It was within 7 minutes of where I needed to be, it is clean,...More",Comfortable Stay,Alpharetta,Georgia,995eddies,"https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or425-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or240-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or365-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or520-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or75-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or460-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or5-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or230-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS,https://www.tripadvisor.com/Hotel_Review-g33364-d7781331-Reviews-or590-Drury_Inn_Suites_Colorado_Springs_near_the_Air_Force_Academy-Colorado_Springs_El_Paso_C.html#REVIEWS",https://www.druryhotels.com
